name,club,club_rank,age,height,foot,position,nationality,league,league_rank,contract_expires,matches_played,goals,assists,is_international,international_caps,international_goals,trophies,minutes_played,minutes_per_goals,market_value
Miguel de la Fuente,CD Leganés,120,24,1.82,right,Centre-Forward,Spain,LaLiga,2,2028,223,49,14,TRUE,1,1,2,13056,266,2500000
Diego García,CD Leganés,120,24,1.88,right,Centre-Forward,Spain,LaLiga,2,2027,117,33,1,FALSE,0,0,1,7949,241,2000000
Jamal Musiala,Bayern Munich,12,21,1.84,right,Attacking Midfield,Germany,Bundesliga,3,2026,196,51,34,TRUE,34,5,13,11328,222,130000000
Kingsley Coman,Bayern Munich,12,28,1.81,right,Left Winger,France,Bundesliga,3,2027,326,65,68,TRUE,57,8,29,19484,300,50000000
Mathys Tel,Bayern Munich,12,19,1.83,right,Left Winger,France,Bundesliga,3,2029,88,25,6,TRUE,4,2,2,2814,113,40000000
Bryan Zaragoza,Bayern Munich,12,22,1.64,right,Left Winger,Spain,Bundesliga,3,2029,113,19,3,TRUE,1,0,1,5491,289,12000000
Arijon Ibrahimovic,Bayern Munich,12,18,1.76,right,Left Winger,Germany,Bundesliga,3,2027,82,34,29,TRUE,1,0,2,5166,152,4000000
Gabriel Vidovic,Bayern Munich,12,20,1.8,right,Left Winger,Croatia,Bundesliga,3,2025,123,38,16,TRUE,16,2,4,6983,184,3500000
Leroy Sané,Bayern Munich,12,28,1.83,left,Right Winger,Germany,Bundesliga,3,2025,451,120,121,TRUE,65,13,15,29455,245,70000000
Olise,Bayern Munich,12,22,1.84,left,Right Winger,France,Bundesliga,3,2029,198,31,44,TRUE,1,2,0,13441,434,55000000
Serge Gnabry,Bayern Munich,12,29,1.76,right,Right Winger,Germany,Bundesliga,3,2026,369,127,74,TRUE,45,22,19,23253,183,40000000
Thomas Müller,Bayern Munich,12,34,1.85,right,Second Striker,Germany,Bundesliga,3,2025,795,284,273,TRUE,131,45,36,58659,207,8000000
Harry Kane,Bayern Munich,12,31,1.88,right,Centre-Forward,England,Bundesliga,3,2027,559,351,89,TRUE,98,66,15,43654,124,100000000
Florian Wirtz,B. Leverkusen,5,21,1.77,right,Attacking Midfield,Germany,Bundesliga,3,2027,180,55,56,TRUE,23,3,5,13166,239,130000000
Jonas Hofmann,B. Leverkusen,5,32,1.76,right,Attacking Midfield,Germany,Bundesliga,3,2027,476,104,97,TRUE,23,4,6,31868,306,10000000
Ayman Aourir,B. Leverkusen,5,19,1.72,right,Attacking Midfield,Morocco,Bundesliga,3,2025,63,11,14,TRUE,2,0,2,4474,407,300000
Amine Adli,B. Leverkusen,5,24,1.74,left,Left Winger,Morocco,Bundesliga,3,2026,185,34,30,TRUE,11,1,3,11179,329,30000000
Martin Terrier,B. Leverkusen,5,27,1.84,right,Left Winger,France,Bundesliga,3,2029,275,78,30,TRUE,13,7,0,17397,223,20000000
Nathan Tella,B. Leverkusen,5,25,1.73,right,Right Winger,Nigeria,Bundesliga,3,2028,187,42,24,TRUE,1,0,3,10021,239,23000000
Adam Hlozek,B. Leverkusen,5,22,1.88,right,Second Striker,Czech Republic,Bundesliga,3,2027,223,62,47,TRUE,34,2,4,14405,232,12000000
Victor Boniface,B. Leverkusen,5,23,1.9,right,Centre-Forward,Nigeria,Bundesliga,3,2028,151,61,30,TRUE,6,1,6,8445,138,40000000
Patrik Schick,B. Leverkusen,5,28,1.91,left,Centre-Forward,Czech Republic,Bundesliga,3,2027,284,95,22,TRUE,40,20,8,16260,171,22000000
Julian Brandt,Bor. Dortmund,9,28,1.85,right,Attacking Midfield,Germany,Bundesliga,3,2026,499,118,128,TRUE,47,3,5,32957,279,40000000
Giovanni Reyna,Bor. Dortmund,9,21,1.85,right,Attacking Midfield,United States,Bundesliga,3,2026,147,25,27,TRUE,31,8,4,6744,270,18000000
Karim Adeyemi,Bor. Dortmund,9,22,1.8,left,Left Winger,Germany,Bundesliga,3,2027,232,85,52,TRUE,4,0,9,13754,162,28000000
Jamie Bynoe-Gittens,Bor. Dortmund,9,19,1.77,right,Left Winger,England,Bundesliga,3,2028,80,17,14,TRUE,7,1,3,3605,212,28000000
Donyell Malen,Bor. Dortmund,9,25,1.76,right,Right Winger,Netherlands,Bundesliga,3,2026,310,122,55,TRUE,37,11,1,19629,161,40000000
Julien Duranville,Bor. Dortmund,9,18,1.73,right,Right Winger,Belgium,Bundesliga,3,2030,23,2,4,TRUE,1,0,0,896,448,8500000
Guirassy,Bor. Dortmund,9,28,1.87,right,Centre-Forward,Guinea,Bundesliga,3,2028,290,109,16,TRUE,18,3,1,17214,158,40000000
Youssoufa Moukoko,Bor. Dortmund,9,19,1.79,left,Centre-Forward,Germany,Bundesliga,3,2026,189,160,35,TRUE,13,12,8,10882,68,22000000
Niclas Füllkrug,Bor. Dortmund,9,31,1.89,right,Centre-Forward,Germany,Bundesliga,3,2026,417,159,55,TRUE,21,13,2,27566,173,15000000
Sébastien Haller,Bor. Dortmund,9,30,1.91,right,Centre-Forward,Cote d'Ivoire,Bundesliga,3,2026,393,165,62,TRUE,27,10,7,28457,172,10000000
Dani Olmo,RB Leipzig,10,26,1.79,right,Attacking Midfield,Spain,Bundesliga,3,2027,309,67,63,TRUE,39,11,17,20694,309,60000000
Eljif Elmas,RB Leipzig,10,24,1.84,right,Attacking Midfield,North Macedonia,Bundesliga,3,2028,298,31,20,TRUE,60,12,2,13780,445,20000000
Christoph Baumgartner,RB Leipzig,10,25,1.8,right,Attacking Midfield,Austria,Bundesliga,3,2028,267,88,41,TRUE,42,16,2,17793,202,18000000
Loïs Openda,RB Leipzig,10,24,1.77,right,Centre-Forward,Belgium,Bundesliga,3,2028,238,92,29,TRUE,20,2,3,15060,164,60000000
Benjamin Sesko,RB Leipzig,10,21,1.95,right,Centre-Forward,Slovenia,Bundesliga,3,2029,179,79,20,TRUE,33,11,8,9428,119,50000000
Yussuf Poulsen,RB Leipzig,10,30,1.92,right,Centre-Forward,Denmark,Bundesliga,3,2026,451,112,76,TRUE,84,13,3,28001,250,6000000
Farès Chaïbi,E. Frankfurt,64,21,1.83,right,Attacking Midfield,Algeria,Bundesliga,3,2028,102,16,23,TRUE,14,2,1,7137,446,18000000
Can Uzun,E. Frankfurt,64,18,1.86,right,Attacking Midfield,Türkiye,Bundesliga,3,2029,82,67,10,TRUE,1,0,2,5974,89,12000000
Mario Götze,E. Frankfurt,64,32,1.76,right,Attacking Midfield,Germany,Bundesliga,3,2026,545,130,129,TRUE,66,17,18,38416,296,5500000
Krisztián Lisztes,E. Frankfurt,64,19,1.83,right,Attacking Midfield,Hungary,Bundesliga,3,2029,64,18,10,TRUE,8,1,2,3315,184,3000000
Jean-Mattéo Bahoya,E. Frankfurt,64,19,1.8,right,Left Winger,France,Bundesliga,3,2029,52,12,5,TRUE,4,0,0,1920,160,7500000
Faride Alidou,E. Frankfurt,64,23,1.86,right,Left Winger,Germany,Bundesliga,3,2026,139,24,18,TRUE,10,0,0,7304,304,2500000
Ansgar Knauff,E. Frankfurt,64,22,1.8,right,Right Winger,Germany,Bundesliga,3,2028,195,35,33,TRUE,16,1,3,11752,336,10000000
Omar Marmoush,E. Frankfurt,64,25,1.83,right,Centre-Forward,Egypt,Bundesliga,3,2027,188,50,18,TRUE,29,5,1,10640,213,22000000
Hugo Ekitiké,E. Frankfurt,64,22,1.89,right,Centre-Forward,France,Bundesliga,3,2029,103,28,13,TRUE,0,0,3,5286,189,20000000
Igor Matanovic,E. Frankfurt,64,21,1.94,right,Centre-Forward,Croatia,Bundesliga,3,2029,125,39,21,TRUE,6,2,0,6646,170,5000000
Enzo Millot,VfB Stuttgart,14,22,1.75,left,Attacking Midfield,France,Bundesliga,3,2028,90,12,16,TRUE,1,0,0,4993,416,30000000
Fabian Rieder,VfB Stuttgart,14,22,1.79,left,Attacking Midfield,Switzerland,Bundesliga,3,2025,189,32,25,TRUE,10,0,5,11436,357,8000000
Woo-yeong Jeong,VfB Stuttgart,14,24,1.79,right,Attacking Midfield,"Korea, South",Bundesliga,3,2026,195,32,27,TRUE,20,4,7,9544,298,3500000
Ömer Beyaz,VfB Stuttgart,14,20,1.71,left,Attacking Midfield,Türkiye,Bundesliga,3,2025,61,2,1,TRUE,16,1,0,2940,1470,650000
Chris Führich,VfB Stuttgart,14,26,1.81,right,Left Winger,Germany,Bundesliga,3,2028,267,55,40,TRUE,5,0,2,19533,355,28000000
Justin Diehl,VfB Stuttgart,14,19,1.74,right,Left Winger,Germany,Bundesliga,3,2029,72,43,14,TRUE,4,0,1,5057,118,2500000
Silas,VfB Stuttgart,14,25,1.89,right,Right Winger,DR Congo,Bundesliga,3,2026,167,47,23,TRUE,16,1,0,10114,215,10000000
Jamie Leweling,VfB Stuttgart,14,23,1.85,right,Right Winger,Germany,Bundesliga,3,2028,152,15,14,TRUE,11,1,0,5936,396,9000000
Luca Raimund,VfB Stuttgart,14,19,1.88,left,Right Winger,Germany,Bundesliga,3,2026,64,17,13,TRUE,6,0,1,4038,238,500000
Nick Woltemade,VfB Stuttgart,14,22,1.98,right,Second Striker,Germany,Bundesliga,3,2028,142,57,28,TRUE,6,1,4,8506,149,4000000
Ermedin Demirovic,VfB Stuttgart,14,26,1.85,right,Centre-Forward,Bosnia-Herzegovina,Bundesliga,3,2028,283,95,50,TRUE,26,1,0,17882,188,28000000
Wahid Faghir,VfB Stuttgart,14,21,1.86,right,Centre-Forward,Denmark,Bundesliga,3,2026,115,33,10,TRUE,11,2,1,6436,195,2000000
Luca Pfeiffer,VfB Stuttgart,14,27,1.96,right,Centre-Forward,Germany,Bundesliga,3,2026,309,105,36,FALSE,0,0,1,19647,187,1200000
Mohamed Sankoh,VfB Stuttgart,14,20,1.83,right,Centre-Forward,Netherlands,Bundesliga,3,2026,108,41,18,TRUE,3,1,1,6163,150,700000
Thomas Kastanaras,VfB Stuttgart,14,21,1.86,right,Centre-Forward,Germany,Bundesliga,3,2026,109,63,14,TRUE,2,0,4,6568,104,500000
Lovro Majer,VfL Wolfsburg,169,26,1.78,left,Attacking Midfield,Croatia,Bundesliga,3,2028,276,51,62,TRUE,34,8,6,18142,356,20000000
Bence Dárdai,VfL Wolfsburg,169,18,1.89,right,Attacking Midfield,Germany,Bundesliga,3,2030,62,11,25,TRUE,3,0,1,4362,397,2000000
Jakub Kaminski,VfL Wolfsburg,169,22,1.79,right,Left Winger,Poland,Bundesliga,3,2027,189,32,25,TRUE,14,1,3,12531,392,6000000
Patrick Wimmer,VfL Wolfsburg,169,23,1.82,right,Right Winger,Austria,Bundesliga,3,2027,149,20,28,TRUE,15,1,0,8801,440,15000000
Jonas Wind,VfL Wolfsburg,169,25,1.9,right,Centre-Forward,Denmark,Bundesliga,3,2026,237,97,36,TRUE,31,8,2,17312,178,20000000
Mohamed Amoura,VfL Wolfsburg,169,24,1.7,right,Centre-Forward,Algeria,Bundesliga,3,2025,156,57,20,TRUE,27,6,2,8009,141,16000000
Tiago Tomás,VfL Wolfsburg,169,22,1.8,right,Centre-Forward,Portugal,Bundesliga,3,2027,148,23,12,TRUE,14,2,4,7048,306,6000000
Lukas Nmecha,VfL Wolfsburg,169,25,1.85,right,Centre-Forward,Germany,Bundesliga,3,2025,231,90,21,TRUE,7,0,6,14472,161,5000000
Kevin Behrens,VfL Wolfsburg,169,33,1.85,right,Centre-Forward,Germany,Bundesliga,3,2025,453,144,77,TRUE,1,0,4,30648,213,2000000
Bartosz Bialek,VfL Wolfsburg,169,22,1.91,right,Centre-Forward,Poland,Bundesliga,3,2025,136,30,8,TRUE,10,4,0,6710,224,1000000
Daniel-Kofi Kyereh,SC Freiburg,117,28,1.79,right,Attacking Midfield,Ghana,Bundesliga,3,2030,227,67,47,TRUE,18,0,1,16831,251,3500000
Vincenzo Grifo,SC Freiburg,117,31,1.8,right,Left Winger,Italy,Bundesliga,3,2030,400,108,104,TRUE,9,4,1,29168,270,9000000
Noah Weißhaupt,SC Freiburg,117,22,1.81,right,Left Winger,Germany,Bundesliga,3,2030,193,24,40,TRUE,6,0,1,11348,473,5000000
Florent Muslija,SC Freiburg,117,26,1.72,right,Left Winger,Kosovo,Bundesliga,3,2028,279,53,32,TRUE,23,1,3,16611,313,2500000
Ritsu Doan,SC Freiburg,117,26,1.72,left,Right Winger,Japan,Bundesliga,3,2030,298,64,38,TRUE,50,10,1,21348,334,18000000
Roland Sallai,SC Freiburg,117,27,1.83,left,Right Winger,Hungary,Bundesliga,3,2025,277,41,36,TRUE,52,13,1,16465,402,15000000
Eren Dinkci,SC Freiburg,117,22,1.88,right,Right Winger,Germany,Bundesliga,3,2030,117,45,22,TRUE,3,0,1,6751,150,12000000
Maximilian Philipp,SC Freiburg,117,30,1.83,right,Second Striker,Germany,Bundesliga,3,2030,370,100,58,TRUE,10,0,3,22229,222,2000000
Michael Gregoritsch,SC Freiburg,117,30,1.93,left,Centre-Forward,Austria,Bundesliga,3,2030,450,106,35,TRUE,59,16,1,25805,243,8000000
Lucas Höler,SC Freiburg,117,30,1.84,right,Centre-Forward,Germany,Bundesliga,3,2030,388,86,46,FALSE,0,0,0,25940,302,4000000
Junior Adamu,SC Freiburg,117,23,1.83,right,Centre-Forward,Austria,Bundesliga,3,2030,218,83,26,TRUE,6,0,8,12141,146,4000000
Kevin Stöger,Bor. M'gladbach,152,30,1.75,left,Attacking Midfield,Austria,Bundesliga,3,2027,371,44,74,TRUE,0,0,0,25998,591,5000000
Robin Hack,Bor. M'gladbach,152,25,1.78,right,Left Winger,Germany,Bundesliga,3,2027,264,85,48,TRUE,5,3,1,18520,218,8000000
Yvandro Borges Sanches,Bor. M'gladbach,152,20,1.77,right,Left Winger,Luxembourg,Bundesliga,3,2026,60,8,12,TRUE,25,3,0,3428,429,1000000
Franck Honorat,Bor. M'gladbach,152,27,1.8,right,Right Winger,France,Bundesliga,3,2028,291,41,56,TRUE,3,0,0,19635,479,12000000
Nathan Ngoumou,Bor. M'gladbach,152,24,1.85,right,Right Winger,France,Bundesliga,3,2027,150,26,8,TRUE,9,0,1,8483,326,5000000
Tomas Cvancara,Bor. M'gladbach,152,23,1.9,right,Centre-Forward,Czech Republic,Bundesliga,3,2028,184,67,14,TRUE,6,1,1,10431,156,8000000
Alassane Plea,Bor. M'gladbach,152,31,1.81,right,Centre-Forward,France,Bundesliga,3,2025,367,104,72,TRUE,1,0,0,25862,249,7000000
Tim Kleindienst,Bor. M'gladbach,152,28,1.94,right,Centre-Forward,Germany,Bundesliga,3,2028,339,125,37,TRUE,10,0,5,25064,201,6000000
Grant-Leon Ranos,Bor. M'gladbach,152,21,1.8,right,Centre-Forward,Armenia,Bundesliga,3,2027,108,46,32,TRUE,11,4,0,6805,148,1000000
Shio Fukuda,Bor. M'gladbach,152,20,1.78,right,Centre-Forward,Japan,Bundesliga,3,2026,34,14,7,TRUE,1,1,0,2148,153,300000
Tom Bischof,TSG Hoffenheim,90,19,1.76,left,Attacking Midfield,Germany,Bundesliga,3,2025,77,20,18,TRUE,10,5,0,4478,224,3500000
Julian Justvan,TSG Hoffenheim,90,26,1.77,left,Attacking Midfield,Germany,Bundesliga,3,2027,283,63,50,TRUE,7,1,1,19603,311,1500000
Muhammed Damar,TSG Hoffenheim,90,20,1.85,left,Attacking Midfield,Germany,Bundesliga,3,2026,58,23,20,TRUE,2,1,1,4106,179,600000
Jacob Bruun Larsen,TSG Hoffenheim,90,25,1.83,right,Left Winger,Denmark,Bundesliga,3,2025,231,57,42,TRUE,7,1,6,11570,203,8000000
Marius Bülter,TSG Hoffenheim,90,31,1.88,right,Left Winger,Germany,Bundesliga,3,2026,377,92,60,FALSE,0,0,2,26219,285,2500000
Maximilian Beier,TSG Hoffenheim,90,21,1.85,right,Centre-Forward,Germany,Bundesliga,3,2027,186,75,23,TRUE,2,0,1,12882,172,30000000
Mergim Berisha,TSG Hoffenheim,90,26,1.88,right,Centre-Forward,Germany,Bundesliga,3,2027,267,105,45,TRUE,2,0,11,17561,167,10000000
Andrej Kramaric,TSG Hoffenheim,90,33,1.77,right,Centre-Forward,Croatia,Bundesliga,3,2025,468,222,77,TRUE,96,29,11,33347,150,5000000
Ihlas Bebou,TSG Hoffenheim,90,30,1.85,right,Centre-Forward,Togo,Bundesliga,3,2026,319,74,53,TRUE,38,1,1,22517,304,4000000
Max Moerstedt,TSG Hoffenheim,90,18,1.94,right,Centre-Forward,Germany,Bundesliga,3,2027,64,55,17,TRUE,2,0,7,4741,86,1000000
David Preu,Union Berlin,183,19,1.72,right,Left Winger,Germany,Bundesliga,3,2025,66,3,4,FALSE,0,0,1,2929,976,25000
Tim Skarke,Union Berlin,183,27,1.81,right,Right Winger,Germany,Bundesliga,3,2030,196,26,14,TRUE,1,0,0,10675,411,3000000
Yorbe Vertessen,Union Berlin,183,23,1.74,right,Centre-Forward,Belgium,Bundesliga,3,2028,206,69,22,TRUE,12,4,6,9508,138,5000000
Kevin Volland,Union Berlin,183,32,1.79,left,Centre-Forward,Germany,Bundesliga,3,2026,559,173,116,TRUE,15,1,0,42676,247,4000000
Benedict Hollerbach,Union Berlin,183,23,1.81,right,Centre-Forward,Germany,Bundesliga,3,2030,201,64,32,TRUE,2,1,2,11380,178,4000000
Jordan,Union Berlin,183,28,1.91,right,Centre-Forward,United States,Bundesliga,3,2026,300,98,28,TRUE,9,1,4,16133,165,4000000
Chris Bedia,Union Berlin,183,28,1.9,left,Centre-Forward,Cote d'Ivoire,Bundesliga,3,2027,258,61,15,TRUE,0,0,2,13483,221,2500000
Ivan Prtajin,Union Berlin,183,28,1.89,right,Centre-Forward,Croatia,Bundesliga,3,2027,258,100,22,TRUE,2,0,0,17911,179,1800000
Romano Schmid,Werder Bremen,101,24,1.68,right,Attacking Midfield,Austria,Bundesliga,3,2030,250,31,48,TRUE,15,1,2,17550,566,10000000
Isak Hansen-Aarøen,Werder Bremen,101,19,1.73,right,Attacking Midfield,Norway,Bundesliga,3,2027,94,8,10,TRUE,9,3,0,6059,757,1500000
Marco Grüll,Werder Bremen,101,26,1.82,right,Left Winger,Austria,Bundesliga,3,2030,314,127,72,TRUE,5,0,2,26076,205,4000000
Abdenego Nankishi,Werder Bremen,101,22,1.78,left,Left Winger,Germany,Bundesliga,3,2030,96,28,16,TRUE,1,0,1,5683,203,450000
Justin Njinmah,Werder Bremen,101,23,1.85,right,Right Winger,Germany,Bundesliga,3,2027,105,42,17,FALSE,0,0,0,6901,164,9000000
Oliver Burke,Werder Bremen,101,27,1.88,right,Right Winger,Scotland,Bundesliga,3,2025,256,26,20,TRUE,13,1,2,11265,433,2000000
Marvin Ducksch,Werder Bremen,101,30,1.88,right,Centre-Forward,Germany,Bundesliga,3,2026,423,211,99,TRUE,2,0,4,31458,149,9000000
Keke Topp,Werder Bremen,101,20,1.92,right,Centre-Forward,Germany,Bundesliga,3,2028,75,36,11,TRUE,3,2,1,4648,129,3000000
Dawid Kownacki,Werder Bremen,101,27,1.86,right,Centre-Forward,Poland,Bundesliga,3,2026,300,71,35,TRUE,7,1,5,14838,209,2000000
Fredrik Jensen,FC Augsburg,180,26,1.83,right,Attacking Midfield,Finland,Bundesliga,3,2025,193,24,24,TRUE,30,8,0,11674,486,3500000
Mert Kömür,FC Augsburg,180,19,1.83,right,Attacking Midfield,Germany,Bundesliga,3,2027,63,14,16,TRUE,9,4,0,4836,345,2000000
Lukas Petkov,FC Augsburg,180,23,1.83,right,Attacking Midfield,Bulgaria,Bundesliga,3,2026,202,42,21,TRUE,5,0,0,11551,275,800000
Rubén Vargas,FC Augsburg,180,25,1.79,right,Left Winger,Switzerland,Bundesliga,3,2025,253,52,33,TRUE,48,8,0,16214,312,9000000
Nathanaël Mbuku,FC Augsburg,180,22,1.7,left,Left Winger,France,Bundesliga,3,2027,122,12,6,TRUE,1,1,0,6058,505,2000000
Masaya Okugawa,FC Augsburg,180,28,1.77,left,Left Winger,Japan,Bundesliga,3,2026,261,52,39,TRUE,5,1,4,17693,340,1500000
Yusuf Kabadayi,FC Augsburg,180,20,1.86,right,Left Winger,Germany,Bundesliga,3,2028,104,34,11,TRUE,7,0,0,6497,191,1000000
Steve Mounié,FC Augsburg,180,29,1.9,right,Centre-Forward,Benin,Bundesliga,3,2027,304,78,23,TRUE,53,17,0,20176,259,6000000
Phillip Tietz,FC Augsburg,180,27,1.9,right,Centre-Forward,Germany,Bundesliga,3,2027,310,98,52,TRUE,2,0,2,21174,216,5000000
Samuel Essende,FC Augsburg,180,26,1.92,right,Centre-Forward,DR Congo,Bundesliga,3,2028,214,52,8,TRUE,2,0,0,11998,231,3500000
Irvin Cardona,FC Augsburg,180,26,1.85,right,Centre-Forward,France,Bundesliga,3,2027,219,70,23,TRUE,5,1,1,13011,186,2500000
Paul Nebel,1.FSV Mainz 05,73,21,1.69,right,Attacking Midfield,Germany,Bundesliga,3,2027,173,37,51,TRUE,3,0,0,12922,349,3500000
Jae-sung Lee,1.FSV Mainz 05,73,31,1.8,left,Attacking Midfield,"Korea, South",Bundesliga,3,2026,384,71,80,TRUE,88,11,9,29742,419,2500000
Marco Richter,1.FSV Mainz 05,73,26,1.76,right,Attacking Midfield,Germany,Bundesliga,3,2027,301,87,27,TRUE,8,3,1,18890,217,2000000
Aymen Barkok,1.FSV Mainz 05,73,26,1.89,right,Attacking Midfield,Morocco,Bundesliga,3,2025,190,17,10,TRUE,18,1,3,9376,552,1000000
Brajan Gruda,1.FSV Mainz 05,73,20,1.78,left,Right Winger,Germany,Bundesliga,3,2026,70,22,10,TRUE,7,1,1,4671,212,20000000
Jonathan Burkardt,1.FSV Mainz 05,73,24,1.83,right,Centre-Forward,Germany,Bundesliga,3,2027,183,57,29,TRUE,20,10,1,12101,212,12000000
Nelson Weiper,1.FSV Mainz 05,73,19,1.92,right,Centre-Forward,Germany,Bundesliga,3,2025,56,43,5,TRUE,3,0,2,3478,81,5000000
Karim Onisiwo,1.FSV Mainz 05,73,32,1.88,right,Centre-Forward,Austria,Bundesliga,3,2026,381,89,68,TRUE,24,1,3,25551,287,1500000
Dani de Wit,VfL Bochum,267,26,1.84,right,Attacking Midfield,Netherlands,Bundesliga,3,2028,330,84,37,TRUE,17,11,6,24801,295,5000000
Moritz-Broni Kwarteng,VfL Bochum,267,26,1.75,right,Attacking Midfield,Germany,Bundesliga,3,2027,177,28,33,FALSE,0,0,2,11024,394,1200000
Lukas Daschner,VfL Bochum,267,25,1.85,right,Attacking Midfield,Germany,Bundesliga,3,2026,215,48,19,FALSE,0,0,2,12753,266,1200000
Gerrit Holtmann,VfL Bochum,267,29,1.85,left,Left Winger,Philippines,Bundesliga,3,2025,266,42,32,TRUE,2,1,1,15853,377,1000000
Samuel Bamba,VfL Bochum,267,20,1.79,left,Right Winger,Germany,Bundesliga,3,2027,111,20,28,TRUE,5,0,1,6553,328,800000
Moritz Broschinski,VfL Bochum,267,23,1.9,right,Centre-Forward,Germany,Bundesliga,3,2026,119,18,15,TRUE,1,0,3,5539,308,3000000
Philipp Hofmann,VfL Bochum,267,31,1.95,left,Centre-Forward,Germany,Bundesliga,3,2026,460,163,42,TRUE,17,9,1,32107,197,1800000
Paul Wanner,Heidenheim,116,18,1.85,left,Attacking Midfield,Germany,Bundesliga,3,2025,74,13,14,TRUE,3,2,2,4634,356,8000000
Adrian Beck,Heidenheim,116,27,1.86,right,Attacking Midfield,Germany,Bundesliga,3,2025,275,60,50,FALSE,0,0,3,17871,298,1500000
Denis Thomalla,Heidenheim,116,31,1.86,right,Attacking Midfield,Germany,Bundesliga,3,2025,429,97,43,TRUE,0,0,3,28420,293,750000
Mathias Honsak,Heidenheim,116,27,1.88,left,Left Winger,Austria,Bundesliga,3,2027,257,39,28,TRUE,0,0,0,14142,363,1200000
Léo Scienza,Heidenheim,116,25,1.75,left,Left Winger,Brazil,Bundesliga,3,2027,115,40,39,FALSE,0,0,2,7899,197,1000000
Sirlord Conteh,Heidenheim,116,28,1.78,right,Right Winger,Germany,Bundesliga,3,2027,273,56,35,FALSE,0,0,2,15541,278,1000000
Marvin Pieringer,Heidenheim,116,24,1.91,right,Centre-Forward,Germany,Bundesliga,3,2027,186,54,26,FALSE,0,0,2,11244,208,3000000
Mikkel Kaufmann,Heidenheim,116,23,1.89,right,Centre-Forward,Denmark,Bundesliga,3,2028,178,41,16,TRUE,2,0,0,7984,195,2700000
Maximilian Breunig,Heidenheim,116,23,1.95,left,Centre-Forward,Germany,Bundesliga,3,2027,131,46,3,TRUE,1,0,0,7216,157,800000
Stefan Schimmer,Heidenheim,116,30,1.85,right,Centre-Forward,Germany,Bundesliga,3,2026,272,81,28,FALSE,0,0,1,12579,155,500000
Connor Metcalfe,FC St. Pauli,583,24,1.83,left,Attacking Midfield,Australia,Bundesliga,3,2025,145,15,17,TRUE,23,0,3,9166,611,2500000
Elias Saad,FC St. Pauli,583,24,1.85,right,Left Winger,Tunisia,Bundesliga,3,2030,147,60,26,TRUE,3,0,1,11290,188,3000000
Oladapo Afolayan,FC St. Pauli,583,26,1.8,right,Right Winger,England,Bundesliga,3,2030,252,60,26,FALSE,0,0,2,16998,283,3000000
Morgan Guilavogui,FC St. Pauli,583,26,1.89,right,Right Winger,Guinea,Bundesliga,3,2025,172,47,12,TRUE,21,2,0,9665,206,3000000
Danel Sinani,FC St. Pauli,583,27,1.85,left,Right Winger,Luxembourg,Bundesliga,3,2030,283,76,57,TRUE,62,12,6,18619,245,500000
Scott Banks,FC St. Pauli,583,22,1.83,left,Right Winger,Scotland,Bundesliga,3,2030,106,21,20,TRUE,7,0,1,6111,291,300000
Johannes Eggestein,FC St. Pauli,583,26,1.83,right,Centre-Forward,Germany,Bundesliga,3,2030,291,128,38,TRUE,11,2,7,18678,146,2000000
Simon Zoller,FC St. Pauli,583,33,1.79,right,Centre-Forward,Germany,Bundesliga,3,2030,384,120,46,FALSE,0,0,5,24067,201,350000
Andreas Albers,FC St. Pauli,583,34,1.93,right,Centre-Forward,Denmark,Bundesliga,3,2030,465,142,31,FALSE,0,0,1,30996,218,300000
Maurides,FC St. Pauli,583,30,1.89,left,Centre-Forward,Brazil,Bundesliga,3,2026,223,50,23,FALSE,0,0,1,13304,266,300000
Steven Skrzybski,Holstein Kiel,700,31,1.74,right,Attacking Midfield,Germany,Bundesliga,3,2026,365,101,50,FALSE,0,0,0,24178,239,1300000
Finn Porath,Holstein Kiel,700,27,1.8,right,Attacking Midfield,Germany,Bundesliga,3,2026,314,37,33,TRUE,14,0,1,18354,496,1000000
Simakala,Holstein Kiel,700,27,1.8,right,Left Winger,Germany,Bundesliga,3,2025,337,109,56,TRUE,1,0,2,21477,197,550000
Andu Kelati,Holstein Kiel,700,21,1.81,right,Left Winger,Germany,Bundesliga,3,2028,113,21,22,FALSE,0,0,0,8086,385,300000
Alexander Bernhardsson,Holstein Kiel,700,25,1.85,left,Right Winger,Sweden,Bundesliga,3,2027,118,29,11,TRUE,1,0,0,5912,204,1500000
Shuto Machino,Holstein Kiel,700,24,1.85,right,Centre-Forward,Japan,Bundesliga,3,2027,192,50,26,TRUE,5,3,1,12475,250,2000000
